"Metropolitan Statistical Area","Orangeburg, SC",86934
"Metropolitan Statistical Area","Yauco, PR",86532
"Metropolitan Statistical Area","New Castle, PA",86184
"Metropolitan Statistical Area","Zanesville, OH",86183
"Metropolitan Statistical Area","Russellville, AR",85535
"Metropolitan Statistical Area","Watertown - Fort Atkinson, WI",85129
"Metropolitan Statistical Area","Meadville, PA",85063
"Metropolitan Statistical Area","Laurel, MS",84889
"Metropolitan Statistical Area","Indiana, PA",84501
"Metropolitan Statistical Area","Oak Harbor, WA",84460
"Metropolitan Statistical Area","Elmira, NY",84254
"Metropolitan Statistical Area","Bloomsburg - Berwick, PA",83696
"Metropolitan Statistical Area","Cullman, AL",83442
"Metropolitan Statistical Area","Midland, MI",83209
"Metropolitan Statistical Area","Opelousas, LA",82764
"Metropolitan Statistical Area","Columbus, IN",82753
"Metropolitan Statistical Area","Kokomo, IN",82366
"Metropolitan Statistical Area","Athens, TX",82299
"Metropolitan Statistical Area","Stillwater, OK",82040
"Metropolitan Statistical Area","Great Falls, MT",81643
"Metropolitan Statistical Area","Wilson, NC",81455
"Metropolitan Statistical Area","Helena, MT",80797
"Metropolitan Statistical Area","Plattsburgh, NY",80695
"Metropolitan Statistical Area","Hinesville, GA",80495
"Metropolitan Statistical Area","Talladega - Sylacauga, AL",79828
"Metropolitan Statistical Area","Centralia, WA",79604
"Metropolitan Statistical Area","DuBois, PA",79388
"Metropolitan Statistical Area","Warsaw, IN",79344
"Metropolitan Statistical Area","Casper, WY",79115
"Metropolitan Statistical Area","Manitowoc, WI",79074
"Metropolitan Statistical Area","Searcy, AR",78727
"Metropolitan Statistical Area","Seneca, SC",78374
"Metropolitan Statistical Area","Glenwood Springs, CO",77720
"Metropolitan Statistical Area","Statesboro, GA",77296
"Metropolitan Statistical Area","Auburn, NY",77145
"Metropolitan Statistical Area","Chillicothe, OH",76931
"Metropolitan Statistical Area","Olean, NY",76840
"Metropolitan Statistical Area","Danville, IL",76806
"Metropolitan Statistical Area","Port Angeles, WA",76737
"Metropolitan Statistical Area","Keene, NH",76493
"Metropolitan Statistical Area","Minot, ND",75934
"Metropolitan Statistical Area","Findlay, OH",75930
"Metropolitan Statistical Area","Grand Island, NE",75808
"Metropolitan Statistical Area","Quincy, IL-MO",75546
"Metropolitan Statistical Area","Portsmouth, OH",75502
"Metropolitan Statistical Area","Heber, UT",75173
"Metropolitan Statistical Area","Key West, FL",75027
"Metropolitan Statistical Area","Sandusky, OH",74615
"Metropolitan Statistical Area","Palatka, FL",74163
"Metropolitan Statistical Area","Somerset, PA",73952
"Metropolitan Statistical Area","Aberdeen, WA",73901
"Metropolitan Statistical Area","Frankfort, KY",73478
"Metropolitan Statistical Area","Wisconsin Rapids - Marshfield, WI",73055
"Metropolitan Statistical Area","Guayama, PR",73000
"Metropolitan Statistical Area","Shawnee, OK",72679
"Metropolitan Statistical Area","Huntsville, TX",72480
"Metropolitan Statistical Area","Gallup, NM",72290
"Metropolitan Statistical Area","Kapaa, HI",72133
"Metropolitan Statistical Area","Mount Airy, NC",71948
"Metropolitan Statistical Area","Fort Payne, AL",71385
"Metropolitan Statistical Area","Stevens Point, WI",70942
"Metropolitan Statistical Area","Greenwood, SC",70741
"Metropolitan Statistical Area","Mount Pleasant, MI",70562
"Metropolitan Statistical Area","Lake City, FL",70503
"Metropolitan Statistical Area","Jefferson, GA",70422
"Metropolitan Statistical Area","Roanoke Rapids, NC",70250
"Metropolitan Statistical Area","Hobbs, NM",69611
"Metropolitan Statistical Area","Morehead City, NC",69524
"Metropolitan Statistical Area","Greeneville, TN",69087
"Metropolitan Statistical Area","North Wilkesboro, NC",68557
"Metropolitan Statistical Area","Muskogee, OK",68362
"Metropolitan Statistical Area","Klamath Falls, OR",67653
"Metropolitan Statistical Area","Forest City, NC",66826
"Metropolitan Statistical Area","Alamogordo, NM",66781
"Metropolitan Statistical Area","Farmington, MO",66692
"Metropolitan Statistical Area","Faribault - Northfield, MN",66523
"Metropolitan Statistical Area","Marquette, MI",66516
"Metropolitan Statistical Area","Marion, IN",65936
"Metropolitan Statistical Area","Richmond, IN",65936
"Metropolitan Statistical Area","Athens, OH",65818
"Metropolitan Statistical Area","Nacogdoches, TX",65711
"Metropolitan Statistical Area","Shelton, WA",65507
"Metropolitan Statistical Area","Marion, OH",65256
"Metropolitan Statistical Area","Roswell, NM",64689
"Metropolitan Statistical Area","Somerset, KY",64623
"Metropolitan Statistical Area","Rio Grande City - Roma, TX",64525
"Metropolitan Statistical Area","Coos Bay, OR",64389
"Metropolitan Statistical Area","Clearlake, CA",64382
"Metropolitan Statistical Area","Baraboo, WI",64249
"Metropolitan Statistical Area","Red Bluff, CA",63916
"Metropolitan Statistical Area","Martinsville, VA",63855
"Metropolitan Statistical Area","Dublin, GA",63842
"Metropolitan Statistical Area","Jasper, AL",63711
"Metropolitan Statistical Area","Marinette, WI-MI",63417
"Metropolitan Statistical Area","Lewiston, ID-WA",63018
"Metropolitan Statistical Area","Hutchinson, KS",62342
"Metropolitan Statistical Area","Georgetown, SC",62249
"Metropolitan Statistical Area","Albemarle, NC",62075
"Metropolitan Statistical Area","Mount Vernon, OH",61893
"Metropolitan Statistical Area","Charleston - Mattoon, IL",61693
"Metropolitan Statistical Area","Sanford, NC",61452
"Metropolitan Statistical Area","Sturgis, MI",61043
"Metropolitan Statistical Area","Laconia, NH",61022
"Metropolitan Statistical Area","Walla Walla, WA",60922
"Metropolitan Statistical Area","Enid, OK",60913
"Metropolitan Statistical Area","Sayre, PA",60833
"Metropolitan Statistical Area","Gillette, WY",60557
"Metropolitan Statistical Area","Granbury, TX",60537
"Metropolitan Statistical Area","Salina, KS",60203
"Metropolitan Statistical Area","Marietta, OH",60155
"Metropolitan Statistical Area","Hudson, NY",59916
"Metropolitan Statistical Area","Oneonta, NY",59749
"Metropolitan Statistical Area","Crossville, TN",59673
"Metropolitan Statistical Area","Starkville, MS",59387
"Metropolitan Statistical Area","Columbus, MS",58930
"Metropolitan Statistical Area","Fergus Falls, MN",58812
"Metropolitan Statistical Area","Fremont, OH",58799
"Metropolitan Statistical Area","Fort Madison - Keokuk, IA-IL-MO",58741
"Metropolitan Statistical Area","Rutland, VT",58672
"Metropolitan Statistical Area","Norwalk, OH",58504
"Metropolitan Statistical Area","Eagle Pass, TX",58485
"Metropolitan Statistical Area","Ardmore, OK",58311
"Metropolitan Statistical Area","Barre, VT",58140
"Metropolitan Statistical Area","Palestine, TX",58057
"Metropolitan Statistical Area","Carlsbad - Artesia, NM",57900
"Metropolitan Statistical Area","Calhoun, GA",57685
"Metropolitan Statistical Area","Cullowhee, NC",57572
"Metropolitan Statistical Area","Batavia, NY",57511
"Metropolitan Statistical Area","Gaffney, SC",57078
"Metropolitan Statistical Area","Point Pleasant, WV-OH",56697
"Metropolitan Statistical Area","Durango, CO",56310
"Metropolitan Statistical Area","Kearney, NE",56159
"Metropolitan Statistical Area","Fairmont, WV",56097
"Metropolitan Statistical Area","Poplar Bluff, MO",56040
"Metropolitan Statistical Area","Kinston, NC",55976
"Metropolitan Statistical Area","Boone, NC",55945
"Metropolitan Statistical Area","Branson, MO",55852
"Metropolitan Statistical Area","Fernley, NV",55808
"Metropolitan Statistical Area","Sterling, IL",55626
"Metropolitan Statistical Area","Carson City, NV",55414
"Metropolitan Statistical Area","Picayune, MS",55387
"Metropolitan Statistical Area","Tiffin, OH",55207
"Metropolitan Statistical Area","Waycross, GA",55069
"Metropolitan Statistical Area","Batesville, AR",55044
"Metropolitan Statistical Area","Edwards, CO",54993
"Metropolitan Statistical Area","Jasper, IN",54975
"Metropolitan Statistical Area","Oxford, MS",54793
"Metropolitan Statistical Area","Danville, KY",54744
"Metropolitan Statistical Area","Sonora, CA",54539
"Metropolitan Statistical Area","Elko, NV",54463
"Metropolitan Statistical Area","Ontario, OR-ID",54276
"Metropolitan Statistical Area","Glasgow, KY",54206
"Metropolitan Statistical Area","Payson, AZ",53889
"Metropolitan Statistical Area","Ashland, OH",53745
"Metropolitan Statistical Area","St. Marys, GA",53677
"Metropolitan Statistical Area","Warrensburg, MO",53652
"Metropolitan Statistical Area","Gloversville, NY",53591
"Metropolitan Statistical Area","Athens, TN",53285
"Metropolitan Statistical Area","Milledgeville, GA",53171
"Metropolitan Statistical Area","Elizabeth City, NC",53061
"Metropolitan Statistical Area","Cedar City, UT",52775
"Metropolitan Statistical Area","Jacksonville, TX",52592
"Metropolitan Statistical Area","Rexburg, ID",52472
"Metropolitan Statistical Area","Kerrville, TX",52405
"Metropolitan Statistical Area","Alice, TX",52034
"Metropolitan Statistical Area","Fort Leonard Wood, MO",52014
"Metropolitan Statistical Area","Enterprise, AL",51909
"Metropolitan Statistical Area","Bartlesville, OK",51843
"Metropolitan Statistical Area","Scottsboro, AL",51736
"Metropolitan Statistical Area","Platteville, WI",51554
"Metropolitan Statistical Area","Douglas, GA",51390
"Metropolitan Statistical Area","Greenville, OH",51323
"Metropolitan Statistical Area","Oil City, PA",51266
"Metropolitan Statistical Area","Alexander City, AL",51212
"Metropolitan Statistical Area","Rochelle, IL",50923
"Metropolitan Statistical Area","Winona, MN",50825
"Metropolitan Statistical Area","Natchez, MS-LA",50764
"Metropolitan Statistical Area","Malone, NY",50293
"Metropolitan Statistical Area","Galesburg, IL",50112
"Metropolitan Statistical Area","Mason City, IA",50100
"Metropolitan Statistical Area","Pullman, WA",49791
"Metropolitan Statistical Area","Morgan City, LA",49774
"Metropolitan Statistical Area","Paris, TX",49728
"Metropolitan Statistical Area","Corsicana, TX",49565
"Metropolitan Statistical Area","Amsterdam, NY",49455
"Metropolitan Statistical Area","Clovis, NM",49437
"Metropolitan Statistical Area","Newport, OR",49388
"Metropolitan Statistical Area","Del Rio, TX",49208
"Metropolitan Statistical Area","Shelbyville, TN",49038
"Metropolitan Statistical Area","Ozark, AL",48956
"Metropolitan Statistical Area","Fort Polk South, LA",48860
"Metropolitan Statistical Area","Tahlequah, OK",48675
"Metropolitan Statistical Area","Sidney, OH",48627
"Metropolitan Statistical Area","Cadillac, MI",48579
"Metropolitan Statistical Area","Norfolk, NE",48504
"Metropolitan Statistical Area","Gardnerville Ranchos, NV",48467
"Metropolitan Statistical Area","New Castle, IN",48271
"Metropolitan Statistical Area","Cañon City, CO",48021
"Metropolitan Statistical Area","Cortland, NY",47823
"Metropolitan Statistical Area","Kendallville, IN",47532
"Metropolitan Statistical Area","Ellensburg, WA",47364
"Metropolitan Statistical Area","Ruston, LA",47196
"Metropolitan Statistical Area","Durant, OK",47192
"Metropolitan Statistical Area","Washington, NC",47079
"Metropolitan Statistical Area","Montrose, CO",47047
"Metropolitan Statistical Area","Mount Sterling, KY",47037
"Metropolitan Statistical Area","Bemidji, MN",46847
"Metropolitan Statistical Area","Bogalusa, LA",46582
"Metropolitan Statistical Area","Clinton, IA",46518
"Metropolitan Statistical Area","Nogales, AZ",46511
"Metropolitan Statistical Area","Red Wing, MN",46403
"Metropolitan Statistical Area","Plymouth, IN",46248
"Metropolitan Statistical Area","Blackfoot, ID",46236
"Metropolitan Statistical Area","Lewistown, PA",46222
"Metropolitan Statistical Area","Vicksburg, MS",46176
"Metropolitan Statistical Area","Mount Pleasant, TX",46066
"Metropolitan Statistical Area","Bardstown, KY",45851
"Metropolitan Statistical Area","Burlington, IA-IL",45847
"Metropolitan Statistical Area","Wapakoneta, OH",45804
"Metropolitan Statistical Area","Hillsdale, MI",45749
"Metropolitan Statistical Area","Bedford, IN",45668
"Metropolitan Statistical Area","Moultrie, GA",45592
"Metropolitan Statistical Area","Marion, NC",45507
"Metropolitan Statistical Area","Shawano, WI",45454
"Metropolitan Statistical Area","Cornelia, GA",45388
"Metropolitan Statistical Area","Bellefontaine, OH",45358
"Metropolitan Statistical Area","Pahrump, NV",45346
"Metropolitan Statistical Area","Paragould, AR",45325
"Metropolitan Statistical Area","Harrison, AR",45285
"Metropolitan Statistical Area","Huntingdon, PA",45168
"Metropolitan Statistical Area","Menomonie, WI",45131
"Metropolitan Statistical Area","Grand Rapids, MN",45108
"Metropolitan Statistical Area","Madisonville, KY",45068
"Metropolitan Statistical Area","Greenville, MS",45063
"Metropolitan Statistical Area","Rockingham, NC",44887
"Metropolitan Statistical Area","Lewisburg, PA",44785
"Metropolitan Statistical Area","Freeport, IL",44753
"Metropolitan Statistical Area","Rolla, MO",44732
"Metropolitan Statistical Area","Sandpoint, ID",44727
"Metropolitan Statistical Area","Burley, ID",44689
"Metropolitan Statistical Area","Henderson, NC",44582
"Metropolitan Statistical Area","Thomasville, GA",44448
"Metropolitan Statistical Area","Ponca City, OK",44161
"Metropolitan Statistical Area","Seymour, IN",44111
"Metropolitan Statistical Area","McAlester, OK",43877
"Metropolitan Statistical Area","Lawrenceburg, TN",43734
"Metropolitan Statistical Area","Coldwater, MI",43622
"Metropolitan Statistical Area","Big Rapids, MI",43545
"Metropolitan Statistical Area","Duncan, OK",43265
"Metropolitan Statistical Area","Auburn, IN",43226
"Metropolitan Statistical Area","Aberdeen, SD",43191
"Metropolitan Statistical Area","Rock Springs, WY",43051
"Metropolitan Statistical Area","Muscatine, IA",42929
"Metropolitan Statistical Area","Willmar, MN",42855
"Metropolitan Statistical Area","Sedalia, MO",42542
"Metropolitan Statistical Area","Cedartown, GA",42470
"Metropolitan Statistical Area","Stephenville, TX",42446
"Metropolitan Statistical Area","Wilmington, OH",42057
"Metropolitan Statistical Area","Big Stone Gap, VA",41980
"Metropolitan Statistical Area","El Campo, TX",41619
"Metropolitan Statistical Area","Mountain Home, AR",41619
"Metropolitan Statistical Area","Clewiston, FL",41556
"Metropolitan Statistical Area","Bucyrus - Galion, OH",41550
"Metropolitan Statistical Area","Okeechobee, FL",41537
"Metropolitan Statistical Area","Blytheville, AR",41239
"Metropolitan Statistical Area","Bradford, PA",40968
"Metropolitan Statistical Area","Celina, OH",40959
"Metropolitan Statistical Area","McMinnville, TN",40878
"Metropolitan Statistical Area","Alma, MI",40599
"Metropolitan Statistical Area","Gainesville, TX",40574
"Metropolitan Statistical Area","Tifton, GA",40571
"Metropolitan Statistical Area","Garden City, KS",40554
"Metropolitan Statistical Area","Selinsgrove, PA",40540
"Metropolitan Statistical Area","Moscow, ID",40134
"Metropolitan Statistical Area","West Plains, MO",40076
"Metropolitan Statistical Area","Austin, MN",40011
"Metropolitan Statistical Area","Marshalltown, IA",39981
"Metropolitan Statistical Area","Astoria, OR",39764
"Metropolitan Statistical Area","McComb, MS",39563
"Metropolitan Statistical Area","Riverton, WY",39531
"Metropolitan Statistical Area","Warren, PA",39498
"Metropolitan Statistical Area","Murray, KY",39135
"Metropolitan Statistical Area","El Dorado, AR",39126
"Metropolitan Statistical Area","Cambridge, OH",39022
"Metropolitan Statistical Area","Pittsburg, KS",39019
"Metropolitan Statistical Area","Española, NM",39006
"Metropolitan Statistical Area","Jacksonville, IL",38902
"Metropolitan Statistical Area","Greenwood, MS",38830
"Metropolitan Statistical Area","Hannibal, MO",38804
"Metropolitan Statistical Area","Minden, LA",38798
"Metropolitan Statistical Area","Urbana, OH",38754
"Metropolitan Statistical Area","Lock Haven, PA",38684
"Metropolitan Statistical Area","Natchitoches, LA",38659
"Metropolitan Statistical Area","Laramie, WY",38601
"Metropolitan Statistical Area","Newberry, SC",38520
"Metropolitan Statistical Area","Sikeston, MO",38458
"Metropolitan Statistical Area","Crawfordsville, IN",38346
"Metropolitan Statistical Area","Houghton, MI",38332
"Metropolitan Statistical Area","Selma, AL",38310
"Metropolitan Statistical Area","Ada, OK",38247
"Metropolitan Statistical Area","Defiance, OH",38165
"Metropolitan Statistical Area","Safford, AZ",38072
"Metropolitan Statistical Area","Alexandria, MN",37964
"Metropolitan Statistical Area","Logansport, IN",37955
"Metropolitan Statistical Area","Brownwood, TX",37924
"Metropolitan Statistical Area","Scottsbluff, NE",37906
"Metropolitan Statistical Area","Coamo, PR",37845
"Metropolitan Statistical Area","Mount Vernon, IL",37820
"Metropolitan Statistical Area","Centralia, IL",37620
"Metropolitan Statistical Area","Sault Ste. Marie, MI",37517
"Metropolitan Statistical Area","Arcadia, FL",37489
"Metropolitan Statistical Area","Dyersburg, TN",37320
"Metropolitan Statistical Area","Mayfield, KY",37317
"Metropolitan Statistical Area","DeRidder, LA",37253
"Metropolitan Statistical Area","Easton, MD",36968
"Metropolitan Statistical Area","Corinth, MS",36925
"Metropolitan Statistical Area","Vincennes, IN",36895
"Metropolitan Statistical Area","Sulphur Springs, TX",36810
"Metropolitan Statistical Area","Owatonna, MN",36803
"Metropolitan Statistical Area","Fremont, NE",36791
"Metropolitan Statistical Area","Atmore, AL",36748
"Metropolitan Statistical Area","Coshocton, OH",36629
"Metropolitan Statistical Area","Campbellsville, KY",36598
"Metropolitan Statistical Area","Bay City, TX",36552
"Metropolitan Statistical Area","Kill Devil Hills, NC",36501
"Metropolitan Statistical Area","Big Spring, TX",36459
"Metropolitan Statistical Area","North Platte, NE",36426
"Metropolitan Statistical Area","Fort Dodge, IA",36277
"Metropolitan Statistical Area","Huntington, IN",36240
"Metropolitan Statistical Area","Vidalia, GA",36080
"Metropolitan Statistical Area","Emporia, KS",36035
"Metropolitan Statistical Area","Hutchinson, MN",35873
"Metropolitan Statistical Area","Escanaba, MI",35857
"Metropolitan Statistical Area","Newport, TN",35774
"Metropolitan Statistical Area","Pontiac, IL",35761
"Metropolitan Statistical Area","Lebanon, MO",35713
"Metropolitan Statistical Area","Decatur, IN",35636
"Metropolitan Statistical Area","Bennington, VT",35631
"Metropolitan Statistical Area","Peru, IN",35567
"Metropolitan Statistical Area","Vernal, UT",35438
"Metropolitan Statistical Area","Williston, ND",35350
"Metropolitan Statistical Area","Bonham, TX",35286
"Metropolitan Statistical Area","Brookings, SD",35232
"Metropolitan Statistical Area","Winfield, KS",35218
"Metropolitan Statistical Area","Ottumwa, IA",35205
"Metropolitan Statistical Area","Brenham, TX",35108
"Metropolitan Statistical Area","Butte - Silver Bow, MT",34993
"Metropolitan Statistical Area","Americus, GA",34969
"Metropolitan Statistical Area","Laurinburg, NC",34810
"Metropolitan Statistical Area","Jackson, WY-ID",34721
"Metropolitan Statistical Area","Angola, IN",34586
"Metropolitan Statistical Area","Seneca Falls, NY",34300
"Metropolitan Statistical Area","Dixon, IL",34223
"Metropolitan Statistical Area","Brevard, NC",34215
"Metropolitan Statistical Area","Effingham, IL",34208
"Metropolitan Statistical Area","Brookhaven, MS",34205
"Metropolitan Statistical Area","Watertown, SD",34126
"Metropolitan Statistical Area","Dodge City, KS",33888
"Metropolitan Statistical Area","Plainview, TX",33830
"Metropolitan Statistical Area","Malvern, AR",33701
"Metropolitan Statistical Area","Lewisburg, TN",33683
"Metropolitan Statistical Area","Martin, TN",33415
"Metropolitan Statistical Area","Pella, IA",33407
"Metropolitan Statistical Area","Columbus, NE",33363
"Metropolitan Statistical Area","Troy, AL",33338
"Metropolitan Statistical Area","Washington, IN",33147
"Metropolitan Statistical Area","Dayton, TN",33044
"Metropolitan Statistical Area","Taos, NM",32835
"Metropolitan Statistical Area","Taylorville, IL",32661
"Metropolitan Statistical Area","Mount Gay - Shamrock (Logan), WV",32607
"Metropolitan Statistical Area","Beeville, TX",32587
"Metropolitan Statistical Area","Jackson, OH",32384
"Metropolitan Statistical Area","Paris, TN",32358
"Metropolitan Statistical Area","Frankfort, IN",32250
"Metropolitan Statistical Area","Madison, IN",32208
"Metropolitan Statistical Area","Coffeyville, KS",32120
"Metropolitan Statistical Area","Juneau, AK",32113
"Metropolitan Statistical Area","Las Vegas, NM",32097
"Metropolitan Statistical Area","Cambridge, MD",31998
"Metropolitan Statistical Area","Dickinson, ND",31916
"Metropolitan Statistical Area","Berlin, NH",31589
"Metropolitan Statistical Area","Jennings, LA",31582
"Metropolitan Statistical Area","Kingsville, TX",31571
"Metropolitan Statistical Area","Hastings, NE",31511
"Metropolitan Statistical Area","Cleveland, MS",31333
"Metropolitan Statistical Area","Wabash, IN",31280
"Metropolitan Statistical Area","Miami, OK",31175
"Metropolitan Statistical Area","Breckenridge, CO",31007
"Metropolitan Statistical Area","Susanville, CA",30802
"Metropolitan Statistical Area","Central City, KY",30774
"Metropolitan Statistical Area","Albert Lea, MN",30444
"Metropolitan Statistical Area","Union City, TN",30267
"Metropolitan Statistical Area","Sheridan, WY",30233
"Metropolitan Statistical Area","St. Marys, PA",30169
"Metropolitan Statistical Area","Hope, AR",30067
"Metropolitan Statistical Area","Macomb, IL",29955
"Metropolitan Statistical Area","Kirksville, MO",29938
"Metropolitan Statistical Area","Jesup, GA",29808
"Metropolitan Statistical Area","Iron Mountain, MI-WI",29704
"Metropolitan Statistical Area","Kennett, MO",29423
"Metropolitan Statistical Area","Ludington, MI",29100
"Metropolitan Statistical Area","Weatherford, OK",29036
"Metropolitan Statistical Area","Lincoln, IL",28925
"Metropolitan Statistical Area","Camden, AR",28883
"Metropolitan Statistical Area","Mineral Wells, TX",28875
"Metropolitan Statistical Area","Elkins, WV",28823
"Metropolitan Statistical Area","Hays, KS",28710
"Metropolitan Statistical Area","Washington Court House, OH",28666
"Metropolitan Statistical Area","Fort Morgan, CO",28558
"Metropolitan Statistical Area","McPherson, KS",28537
"Metropolitan Statistical Area","Alpena, MI",28360
"Metropolitan Statistical Area","Van Wert, OH",28281
"Metropolitan Statistical Area","Crescent City, CA",27828
"Metropolitan Statistical Area","North Vernon, IN",27611
"Metropolitan Statistical Area","Union, SC",27410
"Metropolitan Statistical Area","Silver City, NM",27346
"Metropolitan Statistical Area","Mountain Home, ID",27259
"Metropolitan Statistical Area","Wauchula, FL",27245
"Metropolitan Statistical Area","Eufaula, AL-GA",27160
"Metropolitan Statistical Area","Coco (Salinas), PR",27083
"Metropolitan Statistical Area","Uvalde, TX",26846
"Metropolitan Statistical Area","Fredericksburg, TX",26804
"Metropolitan Statistical Area","Greensburg, IN",26794
"Metropolitan Statistical Area","Grants, NM",26746
"Metropolitan Statistical Area","Bainbridge, GA",26575
"Metropolitan Statistical Area","Middlesborough, KY",26569
"Metropolitan Statistical Area","The Dalles, OR",26505
"Metropolitan Statistical Area","La Grande, OR",26461
"Metropolitan Statistical Area","Bennettsville, SC",26398
"Metropolitan Statistical Area","Thomaston, GA",26215
"Metropolitan Statistical Area","Great Bend, KS",26111
"Metropolitan Statistical Area","Toccoa, GA",26035
"Metropolitan Statistical Area","Spearfish, SD",25741
"Metropolitan Statistical Area","Indianola, MS",25735
"Metropolitan Statistical Area","Steamboat Springs, CO",25733
"Metropolitan Statistical Area","Lexington, NE",25705
"Metropolitan Statistical Area","Ottawa, KS",25631
"Metropolitan Statistical Area","Marshall, MN",25629
"Metropolitan Statistical Area","Mexico, MO",25473
"Metropolitan Statistical Area","Forrest City, AR",25439
"Metropolitan Statistical Area","New Ulm, MN",25111
"Metropolitan Statistical Area","Altus, OK",24949
"Metropolitan Statistical Area","Summerville, GA",24790
"Metropolitan Statistical Area","Moberly, MO",24763
"Metropolitan Statistical Area","Fallon, NV",24440
"Metropolitan Statistical Area","Woodward, OK",24174
"Metropolitan Statistical Area","Deming, NM",23963
"Metropolitan Statistical Area","Scottsburg, IN",23878
"Metropolitan Statistical Area","Prineville, OR",23867
"Metropolitan Statistical Area","Rockport, TX",23792
"Metropolitan Statistical Area","Hailey, ID",23728
"Metropolitan Statistical Area","Magnolia, AR",23537
"Metropolitan Statistical Area","Hood River, OR",23428
"Metropolitan Statistical Area","Mitchell, SD",23166
"Metropolitan Statistical Area","Connersville, IN",23047
"Metropolitan Statistical Area","Levelland, TX",22980
"Metropolitan Statistical Area","Marshall, MO",22895
"Metropolitan Statistical Area","Yankton, SD",22869
"Metropolitan Statistical Area","Brookings, OR",22813
"Metropolitan Statistical Area","Pampa, TX",22798
"Metropolitan Statistical Area","Clarksdale, MS",22628
"Metropolitan Statistical Area","Cordele, GA",22601
"Metropolitan Statistical Area","Wahpeton, ND-MN",22493
"Metropolitan Statistical Area","Maryville, MO",22304
"Metropolitan Statistical Area","Arkadelphia, AR",22061
"Metropolitan Statistical Area","Oskaloosa, IA",22000
"Metropolitan Statistical Area","Worthington, MN",21924
"Metropolitan Statistical Area","Liberal, KS",21780
"Metropolitan Statistical Area","Elk City, OK",21709
"Metropolitan Statistical Area","Port Lavaca, TX",21561
"Metropolitan Statistical Area","Sterling, CO",21528
"Metropolitan Statistical Area","Raymondville, TX",21515
"Metropolitan Statistical Area","Beatrice, NE",21493
"Metropolitan Statistical Area","Dumas, TX",21485
"Metropolitan Statistical Area","Borger, TX",21198
"Metropolitan Statistical Area","Grenada, MS",21055
"Metropolitan Statistical Area","Santa Isabel, PR",21037
"Metropolitan Statistical Area","Huron, SD",20926
"Metropolitan Statistical Area","Jamestown, ND",20917
"Metropolitan Statistical Area","Pierre, SD",20672
"Metropolitan Statistical Area","Guymon, OK",20455
"Metropolitan Statistical Area","Evanston, WY",20299
"Metropolitan Statistical Area","Price, UT",20269
"Metropolitan Statistical Area","Carroll, IA",20154
"Metropolitan Statistical Area","Parsons, KS",19964
"Metropolitan Statistical Area","Storm Lake, IA",19874
"Metropolitan Statistical Area","Pearsall, TX",19816
"Metropolitan Statistical Area","Fairmont, MN",19785
"Metropolitan Statistical Area","Othello, WA",19759
"Metropolitan Statistical Area","Ruidoso, NM",19556
"Metropolitan Statistical Area","West Point, MS",19386
"Metropolitan Statistical Area","Los Alamos, NM",19101
"Metropolitan Statistical Area","Hereford, TX",18760
"Metropolitan Statistical Area","Portales, NM",18743
"Metropolitan Statistical Area","Fairfield, IA",18381
"Metropolitan Statistical Area","Andrews, TX",18128
"Metropolitan Statistical Area","Helena - West Helena, AR",18029
"Metropolitan Statistical Area","Vineyard Haven, MA",17352
"Metropolitan Statistical Area","Brownsville, TN",17335
"Metropolitan Statistical Area","Spirit Lake, IA",17153
"Metropolitan Statistical Area","Maysville, KY",17150
"Metropolitan Statistical Area","Snyder, TX",16866
"Metropolitan Statistical Area","Fitzgerald, GA",16787
"Metropolitan Statistical Area","Winnemucca, NV",16786
"Metropolitan Statistical Area","Atchison, KS",16193
"Metropolitan Statistical Area","Spencer, IA",16134
"Metropolitan Statistical Area","Pecos, TX",15847
"Metropolitan Statistical Area","Sweetwater, TX",14751
"Metropolitan Statistical Area","Zapata, TX",14190
"Metropolitan Statistical Area","Vermillion, SD",14041
"Metropolitan Statistical Area","Jayuya, PR",13947
"Metropolitan Statistical Area","Ketchikan, AK",13918
"Metropolitan Statistical Area","Craig, CO",13188
"Metropolitan Statistical Area","Vernon, TX",12820
"Metropolitan Statistical Area","Lamesa, TX",12619
